JP,EN
「だってそうだろ!?　銃も扱えて　冷静な頭もある！,"Ain't it clear?! Handles guns and cool-headed!
　一番適任じゃけ！」, The most suitable!"
##,##
,
{サラ},{サラ}
#Message#,#Message#
\.\C[4]（そう…かもしれない…　私ももし誰かに,\.\C[4](He might be right... If were to ask
　お願いするなら…ケイジさんに頼むだろう）, someone else... I'd probably ask Keiji.)
##,##
,
,
**********Common65********** (ｶｲ「拒む理由は」),**********Common65********** (ｶｲ「拒む理由は」)
{カイ},{カイ}
#Message#,#Message#
\.「…拒むなら理由が知りたいですね,"""If you refuse, I wish to know the reason."
　このままでは今後にも影響します…」," At this rate, it will prove an issue..."""
##,##
,
#Choice#,#Choice#
発言をストックする,Store statement
やめる,Cancel
##,##
,
<発言をストックする>,<発言をストックする>
,
<やめる>,<やめる>
,
<Choice End>,<Choice End>
,
#Choice#,#Choice#
ストックを解除する,Clear stored statement
このまま,Keep it
##,##
,
<ストックを解除する>,<ストックを解除する>
,
<このまま>,<このまま>
,
<Choice End>,<Choice End>
,
#Choice#,#Choice#
ストックした発言を当てる,Apply stored statement
やめる,Cancel
##,##
,
<ストックした発言を当てる>,<ストックした発言を当てる>
,
{カイ} [カイ / cara8-4],{カイ} [カイ / cara8-4]
#Message#,#Message#
「私は誰かと言い合うつもりはないのです」,"I don't intend to quarrel with anyone."
##,##
,
{サラ},{サラ}
#Message#,#Message#
\C[4]（効果はなかったみたいだな…）,\C[4](Doesn't seem to have had an effect...)
##,##
,
<やめる>,<やめる>
,
<Choice End>,<Choice End>
,
{カイ} [カイ / cara8-4],{カイ} [カイ / cara8-4]
#Message#,#Message#
「…普段であれば人をここまで,"""Under normal circumstances,"
　問い詰めることなんてしないのですが…」, I would never press someone this deeply..."
##,##
,
[カイ / cara8-1],[カイ / cara8-1]
#Message#,#Message#
\.「命がかかっていますからね」,\."But our lives are on the line."
##,##
,
{サラ},{サラ}
#Message#,#Message#
\.\C[4]（カイさんもずっと　おとぼけなワケじゃないんだな）,\.\C[4](So even Kai can't remain aloof forever.)
##,##
,
,
**********Common66********** (ｼﾞｮｰ「どしたのケイジ」),**********Common66********** (ｼﾞｮｰ「どしたのケイジ」)
{ジョー},{ジョー}
#Message#,#Message#
\.「ケイジさん…どうしたんだ…？」,"Keiji... What's the matter...?"
##,##
,
#Choice#,#Choice#
発言をストックする,Store statement
やめる,Cancel
##,##
,
<発言をストックする>,<発言をストックする>
,
<やめる>,<やめる>
,
<Choice End>,<Choice End>
,
#Choice#,#Choice#
ストックを解除する,Clear stored statement
このまま,Keep it
##,##
,
<ストックを解除する>,<ストックを解除する>
,
<このまま>,<このまま>
,
<Choice End>,<Choice End>
,
#Choice#,#Choice#
ストックした発言を当てる,Apply stored statement
やめる,Cancel
##,##
,
<ストックした発言を当てる>,<ストックした発言を当てる>
,
{ジョー} [ジョー / cara1-13],{ジョー} [ジョー / cara1-13]
#Message#,#Message#
「な…なぁサラ,"""H... Hey, Sara?"
　オレを問い詰めたって意味がないと思うぞ…？」, I don't think there's any point in pressing me..."
##,##
,
{サラ},{サラ}
#Message#,#Message#
\.「そうなのか…」,\."Maybe not..."
##,##
,
<やめる>,<やめる>
,
<Choice End>,<Choice End>
,
{ジョー} [ジョー / cara1-12],{ジョー} [ジョー / cara1-12]
{SE: Accent28-1},{SE: Accent28-1}
#Message#,#Message#
「話が停滞した時は　誰かに詳しく話を聞いて,"""If the conversation's at a standstill,"
　新しい発言を引き出すんだ！」, try questioning people to extract new statements!"
##,##
,
[ジョー / cara1-13],[ジョー / cara1-13]
#Message#,#Message#
\.「がんばれよ！　サラ！」,"\.""Good luck, Sara!"""
##,##
,
[ジョー / cara1-14],[ジョー / cara1-14]
#Message#,#Message#
「ケイジさんの様子がおかしいな…」,"Keiji sure is acting strange..."
##,##
,
{サラ},{サラ}
#Message#,#Message#
\.「このままじゃ話し合い自体が進展しないよ…」,"\.""At this rate, the discussion can't advance..."""
##,##
,
{ジョー} [ジョー / cara1-12],{ジョー} [ジョー / cara1-12]
{SE: Accent28-1},{SE: Accent28-1}
#Message#,#Message#
\.「そういう時は発言をぶつける前に　詳しく話を聞いて,"\.""When that happens, try talking to people so you can"
　発言を\C[2]引き出す\C[0]んだ！」, \C[2]extract\C[0] new statements to work with!"
##,##
,
#Message#,#Message#
\.「サラのネチネチした質問で,\."Your clingy questioning
　新しい発言が出てくるかもしれないだろ！」, might just lead to an important statement!"
##,##
,
{サラ},{サラ}
#Message#,#Message#
\.「だと思って,\."Which is exactly the thought process
　もうとっくに新しい発言は引き出したぞ」, that let me to extract a new statement already."
##,##
,
{ジョー} [ジョー / cara1-16],{ジョー} [ジョー / cara1-16]
{SE: Onmtp-Surprise05-1},{SE: Onmtp-Surprise05-1}
#Message#,#Message#
\.「なにっ!?,\."Wha?!
　からかったな！　サラ！」," You were just teasing me, Sara?!"""
##,##
,
{サラ},{サラ}
#Message#,#Message#
\.\C[4]（してやったりだな…）,\.\C[4](Got 'im.)
##,##
,
{ジョー} [ジョー / cara1-11],{ジョー} [ジョー / cara1-11]
#Message#,#Message#
\.「ぐぬぬ…ドヤ顔すんなよ！」,\."Grrr... Don't give me that cocky look!"
##,##
,
{サラ},{サラ}
{SE: receiving-a-shock-1},{SE: receiving-a-shock-1}
#Message#,#Message#
\.「私はそんなにネチネチしているだろうか…」,\."Am I that clingy...?"
##,##
,
{ジョー} [ジョー / cara1-16],{ジョー} [ジョー / cara1-16]
{SE: Onmtp-Surprise05-1},{SE: Onmtp-Surprise05-1}
#Message#,#Message#
\.「じょ…冗談だって…！,\."I... I'm joking!
　わかるだろ…？」," You know that, right...?"""
##,##
,
{サラ},{サラ}
#Message#,#Message#
\.\C[4]（こっちも冗談だったが…,\.\C[4](I was joking too...
　オロオロしてて楽しいヤツだな）, But it's fun to see him flustered.)
##,##
,
{ジョー} [ジョー / cara1-11],{ジョー} [ジョー / cara1-11]
#Message#,#Message#
\.「あっ！笑ってんじゃねーか！」,\."Ahh! Don't grin at me!"
##,##
,
,
**********Common67********** (ｹｲｼﾞ「人を撃った」),**********Common67********** (ｹｲｼﾞ「人を撃った」)
{ケイジ},{ケイジ}
#Message#,#Message#
\.「…オレは人を撃ってしまったんだ,"...I shot a person.
　それ以来…銃が撃てなくなっちまった」, Since then... I haven't been able to fire a gun."
##,##
,
#Choice#,#Choice#
発言をストックする,Store statement
やめる,Cancel
##,##
,
<発言をストックする>,<発言をストックする>
,
<やめる>,<やめる>
,
<Choice End>,<Choice End>
,
#Choice#,#Choice#
ストックを解除する,Clear stored statement
このまま,Keep it
##,##
,
<ストックを解除する>,<ストックを解除する>
,
<このまま>,<このまま>
,
<Choice End>,<Choice End>
,
#Choice#,#Choice#
ストックした発言を当てる,Apply stored statement
やめる,Cancel
##,##
,
<ストックした発言を当てる>,<ストックした発言を当てる>
,
{ケイジ} [ケイジ / cara2-1],{ケイジ} [ケイジ / cara2-1]
#Message#,#Message#
「おまわりさん　その発言について,"I've got nothing else to say about that."
　これ以上言えることはないよ」,##
##,
,
{サラ},{サラ}
#Message#,#Message#
\C[4]（別の発言を当てればいいかもしれない…）,\C[4](Maybe I should try a different statement...)
##,##
,
<やめる>,<やめる>
,
<Choice End>,<Choice End>
,
{ケイジ} [ケイジ / cara2-1],{ケイジ} [ケイジ / cara2-1]
#Message#,#Message#
「…やれやれ　こんなこと　言わされるとはねー」,"*sigh*... Look what you've made me say."
##,##
,
#Message#,#Message#
\.「けど…まぁ　気は楽かな」,"\.""But... well, guess it's a load off my shoulders."""
##,##
,
,
**********Common68********** (進展●「もう撃てない」),**********Common68********** (進展●「もう撃てない」)
{Qタロウ} [Qタロウ / cara4-2],{Qタロウ} [Qタロウ / cara4-2]
{SE: Accent28-1},{SE: Accent28-1}
#Message#,#Message#
「…そん話は本当かじゃ？」,"...'Zat the truth?"
##,##
,
{ケイジ} [ケイジ / cara2-1],{ケイジ} [ケイジ / cara2-1]
#Message#,#Message#
\.「…ああ」,\."...Yeah."
##,##
,
{Qタロウ},{Qタロウ}
#Message#,#Message#
\.「…仕事でだよな？,"\.""...On the job, right?"
　撃たれたヤツは…死んだのか…？」, Did the one you shoot... die...?"
##,##
,
{ケイジ} [ケイジ / cara2-4],{ケイジ} [ケイジ / cara2-4]
#Message#,#Message#
\.「………」,\.".........."
##,##
,
{Qタロウ},{Qタロウ}
#Message#,#Message#
\.「…」,\."..."
##,##
,
#Message#,#Message#
\.「…トラウマってことか…」,"\.""Traumatic, I bet..."""
##,##
,
{ケイジ} [ケイジ / cara2-1],{ケイジ} [ケイジ / cara2-1]
#Message#,#Message#
\.「…期待に応えられなくて　ごめんごめん」,\."...Real sorry I can't live up to your expectations."
##,##
,
#Message#,#Message#
\.「…あれ以来　人に銃を向けると,"\.""Ever since then, pointing a gun at somebody"
　頭が変になって　汗が止まらないんだ」, makes my head go weird. Can't stop sweating."
##,##
,
{Qタロウ} [Qタロウ / cara4-3],{Qタロウ} [Qタロウ / cara4-3]
#Message#,#Message#
\.「…そんなやつにゃあ…任せたくねーわな」,"\.""...Wouldn't wanna make you do it, then."""
##,##
,
{ジョー} [ジョー / cara1-14],{ジョー} [ジョー / cara1-14]
#Message#,#Message#
\.「…そ　それじゃあサラに賭けてくれるのか？,\."S... So then you'll count on Sara!
　Qタロウさん！」," Right, Q-taro?!"""
##,##
,
{Qタロウ} [Qタロウ / cara4-4],{Qタロウ} [Qタロウ / cara4-4]
#Message#,#Message#
\.「………」,\.".........."
##,##
,
[Qタロウ / cara4-2],[Qタロウ / cara4-2]
#Message#,#Message#
\.「ま　待ってくれ！　やっぱ不安じゃ!!,\."H-Hold on now! I'm still uneasy!!
　命なんだぞ!?　賭ける物は!!」," It's our lives what's on the line, right?!"""
##,##
,
{ジョー} [ジョー / cara1-16],{ジョー} [ジョー / cara1-16]
{SE: Accent28-1},{SE: Accent28-1}
#Message#,#Message#
\.「ええ!?　Qタロウさん!!」,\."Huh?! Q-taro!!"
##,##
,
{サラ},{サラ}
#Message#,#Message#
\.\C[4]（ここまで…みんなの言葉を借りて,\.\C[4](I've managed to convince him this much
　説得してきた…）, with everyone else's words...)
##,##
,
{Qタロウ} [Qタロウ / cara4-2],{Qタロウ} [Qタロウ / cara4-2]
#Message#,#Message#
\.「サラ…」,\."Sara..."
##,##
,
{サラ},{サラ}
{SE: Accent21-1},{SE: Accent21-1}
#Message#,#Message#
\.\C[4]（最後は自分の言葉で…,\.\C[4](But in the end...
　Qタロウさんを説得するしかない!!）, I have to persuade Q-taro myself!!)
##,##
,
{N/A},{N/A}
#Message#,#Message#
操作説明　　　～舌戦～,Controls   -War of Words-
##,##
,
#Message#,#Message#
これよりQタロウとの舌戦が始まります。,A war of words will begin with Q-taro.
舌戦では画面にQタロウの発言が、\C[2]吹き出し\C[0]で表示されます。,Q-taro's statements will appear in \C[2]speech bubbles\C[0].
##,##
,
#Message#,#Message#
\C[2]反論できる吹き出し\C[0]を\C[2]タッチ\C[0]することで、,"By \C[2]touching\C[0] statements that \C[2]you can refute\C[0],"
Qタロウにダメージを与えることができます。,you'll deal damage to Q-taro.
##,##
,
#Message#,#Message#
なるべく大きなダメージを与えられそうな吹き出しを選んで,Choose the statements that seem like they'd
Qタロウを倒してください。,"inflict the most damage, and defeat Q-taro."
##,##
,
#Message#,#Message#
もう一度聞きますか？,Want to hear it again?
##,##
,
#Choice#,#Choice#
はい,Yes
いいえ,No
##,##
,
<はい>,<はい>
,
<いいえ>,<いいえ>
,
<Choice End>,<Choice End>
,
{Qタロウ} [Qタロウ / cara4-2],{Qタロウ} [Qタロウ / cara4-2]
#Message#,#Message#
\.「お前の言葉で…信じるに足るか…,\."Use your words... and prove to me...
　見定めてやるぜよ！」, that you're worth trustin'!"
##,##
,
{サラ},{サラ}
#Message#,#Message#
\.「わかりました…！」,\."Understood...!"
##,##
,
,
**********Common100********** (おわり),**********Common100********** (おわり)
{N/A},{N/A}
#Message#,#Message#
\sw[99]『それで決定か？』\sw[100],\sw[99]"You okay with that?"\sw[100]
##,##
,
#Choice#,#Choice#
はい,Yes
いいえ,No
##,##
,
<はい>,<はい>
,
<いいえ>,<いいえ>
,
<Choice End>,<Choice End>
,
{N/A},{N/A}
#Message#,#Message#
\sw[99]『よーし　弾倉を銃にセットしな！』\sw[100],"\sw[99]""Alright, lock in the barrel!""\sw[100]"
##,##
,
#Message#,#Message#
\sw[99]『それじゃあ銃の弾倉が回転するぜ！』\sw[100],\sw[99]"And let the barrel spin!"\sw[100]
##,##
,
{SE: kaiten},{SE: kaiten}
#Message#,#Message#
\.\sp[8]シャカ　シャカ　シャカ　シャカ　シャカ　…　\^,\.\sp[12]Shaka-shaka-shaka-shaka-shaka...\^
##,##
,
#Message#,#Message#
\sw[99]『止まったぜ　さあ好きなヤツを順に撃っていきな！』\sw[100],\sw[99]"It's stopped! Now fire in any order you want!"\sw[100]
##,##
,
#Message#,#Message#
\.\sw[99]『おっと　もちろん同じヤツを撃ったり,"\.\sw[99]""Oh, but of course, shooting the same target twice"
　的に相談なんかしたら反則だぜ！』\sw[100], or discussing with the targets is against the rules!"\sw[100]
##,##
,
#Message#,#Message#
\.\sw[99]『なあに　たった３発だ　かんたんなゲームだろ！』\sw[100],"\.\sw[99]""Hey, there's only three real bullets."
##, It's simple!"\sw[100]
,##
,
{サラ},{サラ}
#Message#,#Message#
\.\C[4]（ここだけは外せない…）,\.\C[4](This is one thing I can't mess up...)
##,##
